

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0021B.OP7     Stage 2 calibration 0021B   OCN old data set JdeF NCBC spt FPs hand comp 83 and 84 fixed mcb term fps




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0021B    |0021B   
1990   2.6695 |
1991   0.7149 |
1992   1.8081 |
1993   3.7203 |
1994   1.0329 |
1995   3.7325 |
1996   2.7801 |
1997   3.7016 |
1998   2.9935 |
1999   2.9935 |
2000   2.9935 |

EV SCALAR COMPARISONS FOR STOCK           SPR
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.4756 |
1980   0.3067 |
1981   0.5002 |
1982   0.2847 |
1983   0.1541 |
1984   0.1241 |
1985   0.4055 |
1986   1.1064 |
1987   0.8539 |
1988   2.3856 |
1989   0.8254 |
1990   0.3321 |
1991   0.1020 |
1992   0.2052 |
1993   0.2491 |
1994   0.1231 |
1995   0.1383 |
1996   0.4845 |
1997   0.0608 |
1998   0.2112 |
1999   0.2112 |
2000   0.2112 |

EV SCALAR COMPARISONS FOR STOCK           BON
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.6702 |
1980   0.5976 |
1981   0.5199 |
1982   0.5458 |
1983   0.8715 |
1984   2.7530 |
1985   0.7234 |
1986   0.4522 |
1987   0.2279 |
1988   0.2927 |
1989   0.3110 |
1990   0.2018 |
1991   0.1272 |
1992   0.1859 |
1993   0.2453 |
1994   0.0800 |
1995   0.1119 |
1996   0.1298 |
1997   0.0503 |
1998   0.1235 |
1999   0.1235 |
2000   0.1235 |

EV SCALAR COMPARISONS FOR STOCK           CWF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.6702 |
1980   0.5976 |
1981   0.5199 |
1982   0.5458 |
1983   0.8715 |
1984   2.7530 |
1985   0.7234 |
1986   0.4522 |
1987   0.2279 |
1988   0.2927 |
1989   0.3110 |
1990   0.2018 |
1991   0.1272 |
1992   0.1859 |
1993   0.2453 |
1994   0.0800 |
1995   0.1119 |
1996   0.1298 |
1997   0.0503 |
1998   0.1235 |
1999   0.1235 |
2000   0.1235 |

EV SCALAR COMPARISONS FOR STOCK           LRW
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   2.9599 |
1980   3.3938 |
1981   2.3836 |
1982   1.5539 |
1983   2.8199 |
1984   3.8323 |
1985   1.8059 |
1986   1.5072 |
1987   1.8809 |
1988   2.9002 |
1989   1.3960 |
1990   1.7986 |
1991   0.8111 |
1992   0.9087 |
1993   1.0115 |
1994   0.1926 |
1995   0.2092 |
1996   0.3772 |
1997   0.2775 |
1998   0.4136 |
1999   0.4136 |
2000   0.4136 |

EV SCALAR COMPARISONS FOR STOCK           WSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.1940 |
1980  11.1097 |
1981  10.6556 |
1982   7.9592 |
1983  10.4955 |
1984  13.9594 |
1985  16.9596 |
1986  14.3629 |
1987  17.8791 |
1988  12.6095 |
1989   8.2553 |
1990   6.4453 |
1991   6.5364 |
1992   4.3833 |
1993   3.8485 |
1994   5.5128 |
1995   5.6504 |
1996   6.9590 |
1997   6.3991 |
1998   5.6740 |
1999   5.6740 |
2000   5.6740 |

EV SCALAR COMPARISONS FOR STOCK           CWS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.6370 |
1980   1.7731 |
1981   1.5442 |
1982   0.7936 |
1983   1.1694 |
1984  18.4578 |
1985   7.8604 |
1986  23.6384 |
1987  43.8464 |
1988   1.3421 |
1989   1.3151 |
1990  23.0318 |
1991  15.4268 |
1992   6.8619 |
1993   2.3379 |
1994  10.8400 |
1995   6.1563 |
1996   1.0699 |
1997   0.2566 |
1998   4.1321 |
1999   4.1321 |
2000   4.1321 |

EV SCALAR COMPARISONS FOR STOCK           SUM
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.4040 |
1980   0.4854 |
1981   0.4321 |
1982   0.4922 |
1983   0.5233 |
1984   0.5044 |
1985   0.4408 |
1986   0.3843 |
1987   0.2671 |
1988   0.2607 |
1989   0.3418 |
1990   0.3171 |
1991   0.2708 |
1992   0.2591 |
1993   0.3127 |
1994   0.3177 |
1995   0.4353 |
1996   0.6285 |
1997   0.7408 |
1998   0.4870 |
1999   0.4870 |
2000   0.4870 |

EV SCALAR COMPARISONS FOR STOCK           ORC
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   1.2309 |
1980   1.3906 |
1981   1.3644 |
1982   1.8068 |
1983   1.9358 |
1984   1.5242 |
1985   0.9580 |
1986   0.9834 |
1987   1.0096 |
1988   0.6681 |
1989   0.9287 |
1990   1.0232 |
1991   0.6211 |
1992   0.6584 |
1993   0.8075 |
1994   0.5786 |
1995   0.6949 |
1996   0.6690 |
1997   0.6387 |
1998   0.6777 |
1999   0.6777 |
2000   0.6777 |

EV SCALAR COMPARISONS FOR STOCK           WCN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   0.8861 |
1980   0.8670 |
1981   1.0772 |
1982   1.5304 |
1983   1.7975 |
1984   1.4946 |
1985   1.8166 |
1986   1.4456 |
1987   1.1713 |
1988   0.9778 |
1989   0.9990 |
1990   0.9044 |
1991   0.8531 |
1992   0.8269 |
1993   0.9730 |
1994   0.7048 |
1995   0.6439 |
1996   0.5378 |
1997   0.7373 |
1998   0.7373 |
1999   0.7373 |
2000   0.7373 |

EV SCALAR COMPARISONS FOR STOCK           LYF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979   2.0828 |
1980   1.3837 |
1981   1.3657 |
1982   1.8134 |
1983   2.2989 |
1984   1.7676 |
1985   2.3075 |
1986   1.9824 |
1987   1.5705 |
1988   3.2324 |
1989   2.7934 |
1990   2.8264 |
1991   2.6376 |
1992   1.2876 |
1993   1.1152 |
1994   1.1362 |
1995   2.0227 |
1996   5.0102 |
1997   2.1144 |
1998   2.1144 |
1999   2.1144 |
2000   2.1144 |

EV SCALAR COMPARISONS FOR STOCK           MCB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0021B    |
Year  EV Sclr |
====  ========|
1979  23.3114 |
1980   0.9890 |
1981   0.1213 |
1982   0.2510 |
1983   0.6044 |
1984   1.4944 |
1985   1.2741 |
1986   0.6831 |
1987   0.1047 |
1988   0.1007 |
1989   0.0931 |
1990   0.1001 |
1991   0.0865 |
1992   0.1761 |
1993   0.3384 |
1994   0.0861 |
1995   0.2102 |
1996   0.2191 |
1997   0.1683 |
1998   0.2044 |
1999   0.2044 |
2000   0.2044 |

Age-Statistc            Total-Stats 
Stock Group    0021B.OP7   0021B.OP7
========================
